"jelentkezesi_hatarido","allas_megnevezese","kozzetevo","tipus","telepules","tipus","kisterseg","megye","regio","egyhazi_iskola"
"2017-11-22","víziközműves szakreferens","Budapest Főváros Főpolgármesteri Hivatal","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","Adminisztrátor","Országos Mentőszolgálat","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","egyetemi adjunktus","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","ügyvivő szakértő","Óbudai Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","egyetemi docens","Szent István Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","élelmezésvezető","Budapest Főváros XVIII.ker. Pestszentlőrinc-Pestszentimre Önkormányzata Egyesített Bölcsödék","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","egyetemi docens","Szent István Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","tanító","Dél-Budai Tankerületi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","Karbantartó","Ferencvárosi Intézményüzemeltetési Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","Műszaki vezető","Ferencvárosi Intézményüzemeltetési Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","érettségi referens","Oktatási Hivatal","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","gépkocsivezető-portás","Pest Megyei Gyermekvédelmi Központ és Területi Gyermekvédelmi Szakszolgálat","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","könyvtáros","Fővárosi Szabó Ervin Könyvtár","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-22","adminisztrátor","Magyar Tudományos Akadémia Energiatudományi Kutatóközpont","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","belgyógyász szakorvos, vagy szakorvos jelölt, vagy általános orvos","Egyesített Szent István és Szent László Kórház - Rendelőintézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","nefrológus szakorvos vagy szakorvosjelölt","Szent Imre Kórház","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","labor szakorvos","Szent Imre Kórház","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","főorvos","Szent Imre Kórház","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","gazdasági vezető ügyvivő szakértői munkakör mellett","Semmelweis Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","tanszékvezető-helyettes","Budapesti Műszaki és Gazdaságtudományi Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","projekt referens","Budapest Főváros VII. kerület Erzsébetváros Önkormányzat Bischitz Johanna Integrált Humán Szolgáltató Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","óvodapedagógus","Budapest Főváros XV. kerületi Önkormányzat Újpalotai Összevont Óvoda","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","óvodapedagógus","Budapest Főváros XV. kerületi Önkormányzat Újpalotai Összevont Óvoda","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","óvodapedagógus","Budapest Főváros XV. kerületi Önkormányzat Újpalotai Összevont Óvoda","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","terápiás munkatárs","Óbudai Rehabilitációs és Foglalkoztatási Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","költségvetési osztályvezető","Országos Vízügyi Főigazgatóság","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","matematika-informatika szakos tanár","Közép-Pesti  Tankerületi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","német nemzetiségi tanító","Közép-Pesti  Tankerületi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","német-földrajz szakos tanár","Közép-Pesti  Tankerületi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","tanító","Közép-Pesti  Tankerületi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-23","menekültügyi ügyintéző","Bevándorlási és Menekültügyi Hivatal","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","pénzügyi referens","Észak-Pesti Tankerületi Központ","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","igazgatási ügyintéző/ igazgatási szakügyintéző","","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","takarító","Kőbányai Bóbita Óvoda","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","Óvodapedagógus","XXII. kerületi Egyesített Óvoda","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","Beszerzési osztályvezető","Állatorvostudományi Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","egyetemi tanár","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","adjunktus","Állatorvostudományi Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","OSZTÁLYVEZETŐ ÁPOLÓ","Vakok Állami Intézete","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","OSZTÁLYVEZETŐ ÁPOLÓ","Vakok Állami Intézete","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","intézményvezető ápoló","Budapest Főváros XI. kerület Újbuda Önkormányzata Újbudai Idősek Háza","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","óvodapedagógus","Zuglói Bóbita Óvoda","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","Nemzetközi referens","Nemzetgazdasági Minisztérium","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","anyakönyvvezető","Budapest Főváros XIX. Kerület Kispesti Polgármesteri Hivatal","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","tanító","Dél-Pesti Tankerületi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","szociális gondozó","Óbudai Rehabilitációs és Foglalkoztatási Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","tanügyigazgatási referens","Észak-Pesti Tankerületi Központ","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","főépítész","Budapest Főváros XX. kerület Pesterzsébeti Polgármesteri Hivatal","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","gyermekfelügyelő","Fővárosi Gyermekvédelmi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-24","közbeszerzési referens","Budapest Főváros Kormányhivatala","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","személyügyi referens","Emberi Erőforrás Támogatáskezelő","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","személyügyi referens","Emberi Erőforrás Támogatáskezelő","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","egyetemi tanár","Budapesti Műszaki és Gazdaságtudományi Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","Gyámügyi szakügyintéző","Budapest Főváros Kormányhivatala","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","Executive MBA programkoordinátor (ügyvivő-szakértő)","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","karbantató","Budapesti Vendéglátóipari és Humán Szakképzési Centrum","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","Gondnok","Budapesti Vendéglátóipari és Humán Szakképzési Centrum","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","orvosirnok","Országos Sportegészségügyi Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","bőrgyógyász szakorvos","Országos Sportegészségügyi Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","Bér- és munkaügyi ügyintéző","Magyar Tudományos Akadémia Wigner Fizikai Kutatóközpont","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","Módszertani munkatárs","Budapesti Módszertani Szociális Központ és Intézményei","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","óvodapedagógus","Zuglói Cseperedő Óvoda - Budapest","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","Takarító","Budapest Főváros XI. kerület Újbuda Önkormányzata Újbudai Idősek Háza","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","Szakács/diétás szakács","Országos Orvosi Rehabilitációs Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","OKJ-s ápoló, szociális gondozó és ápoló","Budapest Főváros XI. kerület Újbuda Önkormányzata Újbudai Idősek Háza","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","német nemzetiségi tanító","Külső-Pesti Tankerületi Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","kommunikációs referens (ügyvivő-szakértő)","Budapesti Corvinus Egyetem","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","jogi referens","Belügyminisztérium","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-25","megfelelőség-vizsgálati szakértő","Belügyminisztérium","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","Transzfúziológiai szakasszisztens","Szent János Kórház és Észak-budai Egyesített Kórházak","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","Információ-biztonsági referens","Szociális és Gyermekvédelmi Főigazgatóság","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","Szocioterapeuta","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","aneszteziológiai és intenzív terápiás szakorvos","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","ápoló OKJ 54","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","pszichiátriai szakápoló","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","diplomás ápoló","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","intenzív terápiás szakápoló","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","Radiológus szakorvos","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","Belgyógyász, vagy kardiológus szakorvos","Nyírő Gyula Kórház - Országos Pszichiátriai és Addiktológiai Intézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","ellenőrzési referens","Szociális és Gyermekvédelmi Főigazgatóság","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","nevelő","Józsefvárosi Szociális Szolgáltató és Gyermekjóléti Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","szociális asszisztens","Józsefvárosi Szociális Szolgáltató és Gyermekjóléti Központ","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","Matematika szakos tanár","Budapesti Műszaki Szakképzési Centrum","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","takarító","Budapesti Gazdasági Szakképzési Centrum","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","EUTR jogi ügyintéző","Nemzeti Élelmiszerlánc-biztonsági Hivatal","Köztisztviselő","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","gyermekfelügyelő","Cseppkő Gyermekotthoni Központ Szilágyi Erzsébet Gyermekotthona","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-26","nevelő","Cseppkő Gyermekotthoni Központ Szilágyi Erzsébet Gyermekotthona","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
"2017-11-27","Tudományos kutató","MTA Kísérleti Orvostudományi Kutatóintézet","Közalkalmazott","Budapest","nem_hatranyos _besorolasu","Budapest","Budapest","Közép-magyarország",1
