jelentkezesi_hatarido,allas_megnevezese,kozzetevo,munkavegzes_helye,tipus,jelentkezes_statusza,id,van_e_vesszo
2017-12-15,matematika-fizika szakos tanár,Észak-Budapesti Tankerületi Központ,"Nem_megadott , Nem_megadott",Közalkalmazott,,tsce1t1yc7,1
2017-12-15,Óvodavezető,Erdőkürt Község Önkormányzata,"Nógrád megye
                             , Erdőkürt",Közalkalmazott,,tsch7zsmb2,1
2017-12-15,szociális-igazgatási előadó,Császári Közös Önkormányzati Hivatal,"Komárom-Esztergom megye
                             , Császár",Köztisztviselő,,tsch3esce2,1
2017-12-15,1 fő takarító,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,tsng4wf5j7,1
2017-12-15,1 fő intenzív terápiás szakápoló,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,tsng4ufch3,1
2017-12-15,1 fő műtőssegéd,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,tsng2uabb7,1
2017-12-15,Óvodapedagógus,Szigethalom Város Önkormányzat Négyszínvirág Óvoda,"Pest megye
                             , Szigethalom",Közalkalmazott,,ts3e1ogma6,1
2017-12-15,óvodapedagógus,Súri Szivárvány Óvoda,"Komárom-Esztergom megye
                             , Súr",Közalkalmazott,,ts3f5wgba3,1
2017-12-15,Jegyző,Fonyódi Polgármesteri Hivatal,"Somogy megye
                             , Fonyód",Köztisztviselő,,ts3f3ef7g6,1
2017-12-15,intézményvezető ,Tab Város Önkormányzata,"Somogy megye
                             , Tab",Közalkalmazott,,ts3g8e1yc5,1
2017-12-15,Óvodapedagógus,Böhönyei Gézengúz Óvoda,"Somogy megye
                             , Böhönye",Közalkalmazott,,ts3i5qlba0,1
2017-12-15,Óvodapedagógus,Napköziotthonos Óvoda - Mátraszőlős,"Nógrád megye
                             , Mátraszőlős",Közalkalmazott,,ts7c2iaye6,1
2017-12-15,2 fő óvodapedagógus,Sárkeresztúri Napraforgó Óvoda,"Fejér megye
                             , Sárkeresztúr",Közalkalmazott,,ts7h4p17h4,1
2017-12-15,takarító,Mozaik Gazdasági Szervezet,"Budapest, Budapest",Közalkalmazott,,ts5b5pfvb8,1
2017-12-15,Óvodapedagógus,Pákozdi Nyitnikék Óvoda,"Fejér megye
                             , Pákozd",Közalkalmazott,,ts5c1rjva9,1
2017-12-15,számviteli referens,Hódmezővásárhelyi Tankerületi Központ,"Csongrád megye
                             , Hódmezővásárhely",Köztisztviselő,,ts5h4i17i4,1
2017-12-15,gyógypedagógus,Érdi Tankerületi Központ,"Pest megye
                             , Érd",Közalkalmazott,,tdya5okme8,1
2017-12-15,Nefelejcs Német Nemzetiségi Óvoda magasabb vezető,Etyek Nagyközség Önkormányzata,"Fejér megye
                             , Etyek",Közalkalmazott,,tdya4rj5c4,1
2017-12-15,Művelődési Ház vezető,Hidasnémeti Község Önkormányzata,"Borsod-Abaúj-Zemplén megye
                             , Hidasnémeti",Közalkalmazott,,tdyd9ud3d9,1
2017-12-15,targoncavezető,Egyesített Szent István és Szent László Kórház - Rendelőintézet,"Budapest, Budapest",Közalkalmazott,,tdyh7qdni3,1
2017-12-15,Egyetemi docens,Pécsi Tudományegyetem,"Tolna megye
                             , Szekszárd",Közalkalmazott,,tdyi7p1xf4,1
2017-12-15,óvodapedagógus,Döbröközi Mesevilág Óvoda,"Tolna megye
                             , Döbrököz",Közalkalmazott,,tdyi3osxa3,1
2017-12-15,1 fő szakasszisztens,Uzsoki utcai Kórház - Budapest,"Budapest, Budapest",Közalkalmazott,,tdyj7efcd9,1
2017-12-15,gazdasági főelőadó,Fót Város Önkormányzata,"Pest megye
                             , Fót",Közalkalmazott,,tdyj4tfnh3,1
2017-12-15,matematika-bármely szakos tanár,Karcagi Szakképzési Centrum,"Jász-Nagykun-Szolnok megye
                             , Tiszafüred",Közalkalmazott,,tdyj3uj3i3,1
2017-12-15,Belső ellenőr,Sárospataki Polgármesteri Hivatal,"Borsod-Abaúj-Zemplén megye
                             , Sárospatak",Köztisztviselő,,tdxa8z1mc3,1
2017-12-15,óvodapedagógus,Hosszúpályi Roma Nemzetiségi Óvoda,"Hajdú-Bihar megye
                             , Hosszúpályi",Közalkalmazott,,tdxa5pdcj6,1
2017-12-15,informatika - bármely szakos tanár,Karcagi Szakképzési Centrum,"Jász-Nagykun-Szolnok megye
                             , Tiszafüred",Közalkalmazott,,tdxb5qgye2,1
2017-12-15,Nemzetközi adategyeztetési ügyintéző,Budapest Főváros Kormányhivatala,"Budapest, Budapest",Köztisztviselő,,tdxc9u1vi8,1
2017-12-15,Nemzetközi nyugdíjbiztosítási ügyintéző,Budapest Főváros Kormányhivatala,"Budapest, Budapest",Köztisztviselő,,tdxc8oach9,1
2017-12-15,Nyugdíjbiztosítási és adategyeztetési ügyintéző,Budapest Főváros Kormányhivatala,"Budapest, Budapest",Köztisztviselő,,tdxc7ts7h4,1
2017-12-15,adjunktus,Eszterházy Károly Egyetem,"Heves megye
                             , Eger",Közalkalmazott,,tdxc4igne7,1
2017-12-15,adjunktus,Eszterházy Károly Egyetem,"Heves megye
                             , Eger",Közalkalmazott,,tdxc3ohbd8,1
2017-12-15,általános főigazgató-helyettes,Pécsi Tudományegyetem,"Baranya megye
                             , Pécs",Közalkalmazott,,tdxe8ijch7,1
2017-12-15,szociális gondozó,Budapest Főváros VII. kerület Erzsébetváros Önkormányzat Bischitz Johanna Integrált Humán Szolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdxe7okxg8,1
2017-12-15,szociális gondozó,Budapest Főváros VII. kerület Erzsébetváros Önkormányzat Bischitz Johanna Integrált Humán Szolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdxe4zlcc6,1
2017-12-15,Óvodapedagógus,"Nyírbélteki Gyöngyszem Óvoda,Konyha és Községi Könyvtár","Szabolcs-Szatmár-Bereg megye
                             , Nyírbéltek",Közalkalmazott,,tdxg9ojyc2,1
2017-12-15,Óvodapedagógus,"Nyírbélteki Gyöngyszem Óvoda,Konyha és Községi Könyvtár","Szabolcs-Szatmár-Bereg megye
                             , Nyírbéltek",Közalkalmazott,,tdxg8ognj4,1
2017-12-15,óvodapedagógus,Pestszentimrei Zöld Liget Óvoda,"Budapest, Budapest",Közalkalmazott,,tdxi3rjbh5,1
2017-12-15,Művelődésszervező,Jókai Mór Művelődési Központ - Budaörs,"Pest megye
                             , Budaörs",Közalkalmazott,,tdxj9oayd9,1
2017-12-15,óvodapedagógus,Csörögi Csiri-Biri Egységes Óvoda-Bölcsőde,"Pest megye
                             , Csörög",Közalkalmazott,,tdxj7whng8,1
2017-12-15,képalkotó diagnosztikai analitikus,Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház,"Szabolcs-Szatmár-Bereg megye
                             , Nyíregyháza",Közalkalmazott,,tdxj5rkvd0,1
2017-12-15,képi diagnosztikai szakasszisztens (2 fő),Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház,"Szabolcs-Szatmár-Bereg megye
                             , Nyíregyháza",Közalkalmazott,,tdxj5t1mg9,1
2017-12-15,gazdasági vezető,Szegedi Kistérség Többcélú Társulása Koordinációs Központ,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdca7wfng7,1
2017-12-15,gazdasági vezető,Szegedi Kistérség Többcélú Társulása Koordinációs Központ,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdca7wfng7,1
2017-12-15,körzeti védőnő,Biharnagybajom Községi Önkormányzat,"Hajdú-Bihar megye
                             , Biharnagybajom",Közalkalmazott,,tdca1qg5h9,1
2017-12-15,gazdasági vezető helyettes,Szegedi Kistérség Többcélú Társulása Koordinációs Központ,"Csongrád megye
                             , Szeged",Közalkalmazott,,tdcb0rlna7,1
2017-12-15,hatósági ügyintéző/szakügyintéző,Budapest Főváros Kormányhivatala,"Budapest, Budapest",Köztisztviselő,,tdcc8rhmd1,1
2017-12-15,Szociális gondozó és ápoló,Belváros-Lipótváros Budapest Főváros V. ker. Önkormányzat Egyesített Szociális Intézmény,"Budapest, Budapest",Közalkalmazott,,tdcc5qj3a9,1
2017-12-15,Informatika tanár,Kelet-Pesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdcc5tfmg6,1
2017-12-15,szociális gondozó,Budapest Főváros VII. kerület Erzsébetváros Önkormányzat Bischitz Johanna Integrált Humán Szolgáltató Központ,"Budapest, Budapest",Közalkalmazott,,tdcc1ig7j1,1
2017-12-15,Tüdőgondozói asszisztens,Terézvárosi Egészségügyi Szolgálat,"Pest megye
                             , Budapest",Közalkalmazott,,tdcc1okcb0,1
2017-12-15,aljegyző,Tóalmási Közös Önkormányzati Hivatal,"Pest megye
                             , Szentlőrinckáta",Köztisztviselő,,tdcd5pa5e1,1
2017-12-15,Óvodapedagógus,Berkesdi Óvoda Egységes Óvoda-Bölcsőde és Konyha,"Baranya megye
                             , Berkesd",Közalkalmazott,,tdcd2pl5h6,1
2017-12-15,óvodapedagógus,Bp. Főv. X.ker. Kőbányai Önk. Gyöngyike Napközi Otthonos Óvoda,"Budapest, Budapest",Közalkalmazott,,tdce8oa5c5,1
2017-12-15,Fejlesztő óvodapedagógus,Kőbányai Csupa Csoda Óvoda,"Budapest, Budapest",Közalkalmazott,,tdce2efye1,1
2017-12-15,jogi referens,Földművelésügyi Minisztérium,"Budapest, Budapest",Köztisztviselő,,tdcf6ijyg8,1
2017-12-15,jogi referens,Földművelésügyi Minisztérium,"Budapest, Budapest",Köztisztviselő,,tdcf5oj5f9,1
2017-12-15,Gyógypedagógus,Ceglédi Tankerületi Központ Pest Megyei Pedagógiai Szakszolgálat Ráckevei Tagintézménye,"Pest megye
                             , Ráckeve",Közalkalmazott,,tdcf0wlxi4,1
2017-12-15,Logopédus,Ceglédi Tankerületi Központ Pest Megyei Pedagógiai Szakszolgálat Ráckevei Tagintézménye,"Pest megye
                             , Ráckeve",Közalkalmazott,,tdcg9e1yh5,1
2017-12-15,Közterület felügyelő,Rajkai Közös Önkormányzati Hivatal,"Győr-Moson-Sopron megye
                             , Rajka",Köztisztviselő,,tdcg8ugma4,1
2017-12-15,Pszichológus,Ceglédi Tankerületi Központ Pest Megyei Pedagógiai Szakszolgálat Ráckevei Tagintézménye,"Pest megye
                             , Ráckeve",Közalkalmazott,,tdcg6qaxd3,1
2017-12-15,Pilisvörösvári Templom Téri Német Nemzetiségi Általános Iskola Intézményvezető-helyettes,Érdi Tankerületi Központ,"Pest megye
                             , Pilisvörösvár",Közalkalmazott,,tdcg5pkch7,1
2017-12-15,tanító,Észak-Budapesti Tankerületi Központ,"Budapest, Budapest",Közalkalmazott,,tdcg4rgcd4,1
2017-12-15,2 fő gyógypedagógus,Balatonfüredi Tankerületi Központ,"Veszprém megye
                             , Tapolca",Közalkalmazott,,tdcg0elna2,1
2017-12-15,Óvodavezető,Babarc Község Önkormányzata,"Baranya megye
                             , Babarc",Közalkalmazott,,tdch9wg3f5,1
2017-12-15,gyógypedagógus,"Ceglédi Tankerületi Központ Dalmady Győző Óvoda, Általános Iskola és Egységes Gyógypedagógiai Módszertani Intézmény","Pest megye
                             , Nagykőrös",Közalkalmazott,,tdch9ugyd1,1
2017-12-15,2 fő pénzügyi előadó,Túristvándi Közös Önkormányzati Hivatal,"Szabolcs-Szatmár-Bereg megye
                             , Túristvándi",Köztisztviselő,,tdch5iamd8,1
2017-12-15,Intézményvezető,Sárvár Város Önkormányzata,"Vas megye
                             , Sárvár",Közalkalmazott,,tdci4ukca9,1
2017-12-15,igazgatási ügyintéző,Miskolci Egyetem,"Borsod-Abaúj-Zemplén megye
                             , Miskolc-Egyetemváros",Közalkalmazott,,tdci3qgxg6,1
2017-12-15,Kémia- matematika szakos tanár,Ceglédi Tankerületi Központ Dánszentmiklósi Ady Endre Általános Iskola és Alapfokú Művészeti Iskola,"Pest megye
                             , Dánszentmiklós",Közalkalmazott,,tdcj7u1bj2,1
2017-12-15,gyermekvédelmi gyám,Győr-Moson-Sopron Megyei Gyermekvédelmi Igazgatóság és Területi Gyermekvédelmi Szakszolgálat,"Győr-Moson-Sopron megye
                             , Sopron",Közalkalmazott,,tdcj6wl3i8,1
2017-12-15,igazgató,Siklós Város Önkormányzat Képviselő-testülete,"Baranya megye
                             , Siklós",Közalkalmazott,,tdcj5il5f5,1
2017-12-15,ügyvivő-szakértő,Miskolci Egyetem,"Borsod-Abaúj-Zemplén megye
                             , Miskolc-Egyetemváros",Közalkalmazott,,tdcj3ijyj9,1
2017-12-15,matematika-fizika-kémia szakos tanár,Kecskeméti Tankerületi Központ,"Bács-Kiskun megye
                             , Lakitelek",Közalkalmazott,,tdva3qaxg4,1
2017-12-15,gazdasági ügyintéző,Budapesti Műszaki és Gazdaságtudományi Egyetem,"Budapest, Budapest",Közalkalmazott,,tdva2idmf0,1
2017-12-15,Családsegítő,Ráckeve és Környéke Család- és Gyermekjóléti Központ,"Pest megye
                             , Ráckeve",Közalkalmazott,,tdvb9ulvg6,1
2017-12-15,gyógypedagógus szakügyintéző,BFKH III. Kerületi Hivatala Rehabilitációs Ellátási és Szakértői Főosztály,"Budapest, Budapest",Köztisztviselő,,tdvb5ehmh7,1
2017-12-15,védőnő,Taksony Nagyközség Szociális és Gyermekjóléti Szolgálata,"Pest megye
                             , Taksony",Közalkalmazott,,tdvb2zlvd0,1
2017-12-15,Pénzügyi számviteli ügyintéző,Deszki Polgármesteri Hivatal,"Csongrád megye
                             , Deszk",Köztisztviselő,,tdvb1w15e5,1
2017-12-15,kisgyermeknevlő,Józsefvárosi Egyesített Bölcsődék,"Budapest, Budapest",Közalkalmazott,,tdvb0wlnb7,0
2017-12-15,vagyongazdálkodási-jogi referens,Balatonfüredi Tankerületi Központ,"Veszprém megye
                             , Balatonfüred",Köztisztviselő,,tdvc7ejnd2,1
2017-12-15,dékán,Kaposvári Egyetem,"Somogy megye
                             , Kaposvár",Közalkalmazott,,tdvc5pknj0,1
2017-12-15,rajz-vizuális kultúra-művészettörténet szakos középiskolai tanár,Balatonfüredi Tankerületi Központ,"Veszprém megye
                             , Balatonfüred",Közalkalmazott,,tdvc4isnc4,1
2017-12-15,dékán,Kaposvári Egyetem,"Somogy megye
                             , Kaposvár",Közalkalmazott,,tdvc2w1vh2,1
2017-12-15,szakértő orvos,Állami Egészségügyi Ellátó Központ,"Budapest, Budapest",Köztisztviselő,,tdvc2pfva6,1
2017-12-15,óvodapedagógus,Kunmadarasi Összevont Óvoda,"Jász-Nagykun-Szolnok megye
                             , Kunmadaras",Közalkalmazott,,tdvc1wk5e4,1
2017-12-15,óvodavezető,Derekegyház Község Önkormányzata,"Csongrád megye
                             , Derekegyház",Közalkalmazott,,tdvc1tdni2,1
2017-12-15,7 fő gyógypedagógus,Mátészalkai Tankerületi Központ,"Szabolcs-Szatmár-Bereg megye
                             , Kisléta""""Harmónia""""Egyes.Szoc.Intéz.Ápoló-Gond.Otth.",Közalkalmazott,,tdvc1i1nf9,1
2017-12-15,takarító-ebéd osztó,Apátistvánfalvai Kéttannyelvű Általános Iskola és Óvoda,"Vas megye
                             , Apátistvánfalva",Közalkalmazott,,tdvc1ps7h8,1
2017-12-15,óvodapedagógus,Taszári Napsugár Óvoda és Bölcsőde,"Somogy megye
                             , Taszár",Közalkalmazott,,tdvc0tsxf4,1
2017-12-15,angol-bármely szakos tanár,Kecskeméti Tankerületi Központ,"Bács-Kiskun megye
                             , Lajosmizse",Közalkalmazott,,tdvd7plbg5,1
2017-12-15,matematika-bármely szakos tanár,Kecskeméti Tankerületi Központ,"Bács-Kiskun megye
                             , Lajosmizse",Közalkalmazott,,tdvd4eace7,1
2017-12-15,Matematika és fizika szakos középiskolai tanár,Külső-Pesti Tankerületi Központ,"Nem_megadott , Nem_megadott",Közalkalmazott,,tdvd4u1nc3,1
2017-12-15,Takarító,Fővárosi Gyermekvédelmi Intézmények Üzemeltetési Szervezete,"Budapest, Budapest",Közalkalmazott,,tdvd3rsxd8,0
2017-12-15,Karbantartó,Fővárosi Gyermekvédelmi Intézmények Üzemeltetési Szervezete,"Budapest, Budapest",Közalkalmazott,,tdvd1uhcd9,1
2017-12-15,Védőnő,Hévízgyörk Község Önkormányzata,"Pest megye
                             , Hévízgyörk",Közalkalmazott,,tdvd0wgnb5,1
2017-12-15,Gondnok,Fővárosi Gyermekvédelmi Intézmények Üzemeltetési Szervezete,"Budapest, Budapest",Közalkalmazott,,tdve9udvg3,1
2017-12-15,Villanyszerelő,Fővárosi Gyermekvédelmi Intézmények Üzemeltetési Szervezete,"Fejér megye
                             , Bicske",Közalkalmazott,,tdve9p1vc0,1
2017-12-15,Villanyszerelő,Fővárosi Gyermekvédelmi Intézmények Üzemeltetési Szervezete,"Budapest, Budapest",Közalkalmazott,,tdve8ifcf4,0
2017-12-15,"tagintézményvezető-helyettes, angol-német szakos tanár",Karcagi Szakképzési Centrum,"Jász-Nagykun-Szolnok megye
                             , Kunszentmárton",Közalkalmazott,,tdve6iavj8,1
2017-12-15,óvodapedagógus,Miskolci Avastetői Óvoda,"Borsod-Abaúj-Zemplén megye
                             , Miskolc",Közalkalmazott,,tdve1ejcg1,1
2017-12-15,óvodapedagógus,Bánokszentgyörgyi Pitypang Óvoda,"Zala megye
                             , Bánokszentgyörgy",Közalkalmazott,,tdve0igxc9,1
2017-12-15,Angol nyelv-bármely szakos középiskolai tanár,Karcagi Szakképzési Centrum,"Jász-Nagykun-Szolnok megye
                             , Kunhegyes",Közalkalmazott,,tdve0pl3g7,1
2017-12-15,Magyar - bármely szakos középiskolai tanár,Karcagi Szakképzési Centrum,"Jász-Nagykun-Szolnok megye
                             , Kunhegyes",Közalkalmazott,,tdvf9idmi1,1
2017-12-15,Német - bármely szakos tanár,Karcagi Szakképzési Centrum,"Jász-Nagykun-Szolnok megye
                             , Kunhegyes",Közalkalmazott,,tdvf8q1mf8,1
2017-12-15,testnevelés - bármely szakos tanár,Karcagi Szakképzési Centrum,"Jász-Nagykun-Szolnok megye
                             , Kunhegyes",Közalkalmazott,,tdvf8tjmb5,1
2017-12-15,dajka,Pellérdi Általános Művelődési Központ,"Baranya megye
                             , Pellérd",Közalkalmazott,,tdvf7pgbg3,1
2017-12-15,könyvtáros,Petőfi Sándor Városi Könyvtár - Kiskőrös,"Bács-Kiskun megye
                             , Kiskőrös",Közalkalmazott,,tdvf5qhvf4,1
2017-12-15,dajka,Pellérdi Általános Művelődési Központ,"Baranya megye
                             , Pellérd",Közalkalmazott,,tdvf3zs3h4,1
2017-12-15,belső ellenőr,Gyulai Polgármesteri Hivatal,"Békés megye
                             , Gyula",Köztisztviselő,,tdvf0ogbe7,1
2017-12-15,szakápoló,Nagykőrös Város Önkormányzat Rehabilitációs Szakkórháza és Rendelőintézete,"Pest megye
                             , Nagykőrös",Közalkalmazott,,tdvg6il3b5,1
2017-12-15,óvodai dajka,Közös Fenntartású Napközi-otthonos Óvoda - Köveskál,"Veszprém megye
                             , Köveskál",Közalkalmazott,,tdvg6psyd4,1
2017-12-15,óvodapedagógus,Szabadegyházai Kincsem Óvoda és Konyha,"Fejér megye
                             , Szabadegyháza",Közalkalmazott,,tdvg3igbb1,1
2017-12-15,KARBANTARTÓ,Semmelweis Bölcsőde -Vecsés,"Pest megye
                             , VECSÉS",Közalkalmazott,,tdvg3p1yg9,1
2017-12-15,Belső ellenőrzési referens,Nemzetgazdasági Minisztérium,"Budapest, Budapest",Köztisztviselő,,tdvh9pfvd7,1
2017-12-15,Tagintézmény-vezető,Pilisi Játékország Óvoda,"Pest megye
                             , Pilis",Közalkalmazott,,tdvh1each8,1
2017-12-15,nemzetiségi óvodapedagógus ,Kossics József Kétnyelvű Általános Iskola és Óvoda,"Vas megye
                             , Felsőszölnök",Közalkalmazott,,tdvi9tdye0,1
2017-12-15,óvodapedagógus,Bárnai Egységes Óvoda-Bölcsőde,"Nógrád megye
                             , Bárna",Közalkalmazott,,tdvi7qdcc7,1
